,symptom,expected_disease,gpt-4o-mini,gemini-1.5-flash,gpt-4o-mini_accuracy1,gpt-4o-mini_accuracy2,gpt-4o-mini_accuracy_overall,gemini-1.5-flash_accuracy1,gemini-1.5-flash_accuracy2,gemini-1.5-flash_accuracy_overall
428,"I have back pain, weakness in limbs, neck pain, dizziness, loss of balance.",cervical spondylosis,"1. multiple sclerosis - [true]
2. spinal cord injury - [also_possible]
3. cervical spondylosis - [false]
4. stroke - [false]
5. peripheral neuropathy - [false]","1. multiple sclerosis - [more_info]
2. spinal cord compression - [more_info]
3. cervical spondylosis - [more_info]
4.  stroke - [more_info]

",0,0,1,0,0,1
429,"I have back pain, neck pain, dizziness, loss of balance.",cervical spondylosis,"1. cervical spondylosis - [true]
2. multiple sclerosis - [also_possible]
3. vestibular neuritis - [false]
4. herniated disc - [false]
5. meniere's disease - [false]","1. degenerative disc disease - [possible]
2. cervical spondylosis - [possible]
3. vestibular disorder - [possible]
4. multiple sclerosis - [more_info]
5. stroke - [more_info]
",1,1,1,0,1,1
430,"I have vomiting, high fever, sweating, headache, nausea, diarrhoea, muscle pain.",malaria,"1. influenza - [true]
2. gastroenteritis - [true]
3. dengue fever - [also_possible]
4. malaria - [more_info]","1. influenza - [also_possible]
2. typhoid fever - [also_possible]
3. gastroenteritis - [also_possible]
4. malaria - [more_info]
5. dengue fever - [more_info]

",0,0,1,0,0,1
431,"I have itching, fatigue, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellowing of eyes, malaise, receiving blood transfusion, receiving unsterile injections.",hepatitis b,"1. hepatitis b - [true]
2. hepatitis c - [true]
3. liver cirrhosis - [also_possible]
4. hemolytic anemia - [false]
5. jaundice - [false]","1. hepatitis b - [true]
2. hepatitis c - [also_possible]
3. liver cirrhosis - [more_info]
4. gilbert's syndrome - [more_info]


**reasoning:**

the symptoms presented (itching, fatigue, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellowing of eyes, malaise) strongly suggest liver dysfunction,  specifically conditions causing jaundice.  hepatitis b and c are both transmitted via blood and unsterile injections, making them highly probable.  the history of blood transfusions and unsterile injections further increases the likelihood.

liver cirrhosis is a *possible* consequence of chronic hepatitis, but more information is needed to confirm this.  gilbert's syndrome is a milder condition that can cause jaundice, but the other symptoms make it less likely compared to hepatitis b and c.  further investigation (blood tests for liver enzymes, hepatitis b and c serology) is crucial for definitive diagnosis.
",1,1,1,1,1,1
432,"I have vomiting, fatigue, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes.",hepatitis d,"1. hepatitis - [true]
2. liver cirrhosis - [also_possible]
3. gallbladder disease - [false]
4. pancreatitis - [false]
5. cholecystitis - [false]","1. hepatitis a - [more_info]
2. hepatitis b - [more_info]
3. hepatitis c - [more_info]
4. gallstones - [more_info]
5. pancreatitis - [more_info]
",0,0,0,0,0,0
433,"I have joint pain, vomiting, fatigue, high fever, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, stomach bleeding.",hepatitis e,"1. hepatitis - [true]
2. acute liver failure - [true]
3. cirrhosis - [false]
4. viral infection - [also_possible]
5. bacterial infection - [also_possible]","1. acute liver failure - [true]
2. leptospirosis - [also_possible]
3. viral hepatitis (e.g., hepatitis a, b, or e) - [also_possible]
4. sepsis - [also_possible]

**important note:** this is not a diagnosis.  the symptoms described are serious and require immediate medical attention.  the patient needs to seek emergency medical care immediately.  the above is a list of potential diagnoses based on the provided information and should not be used to replace a proper medical evaluation.
",0,0,0,0,0,0
434,"I have joint pain, vomiting, fatigue, high fever, yellowish skin, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, stomach bleeding.",hepatitis e,"1. hepatitis - [true]
2. acute liver failure - [true]
3. cirrhosis - [false]
4. pancreatitis - [false]
5. cholecystitis - [false]
6. hemolytic anemia - [false]
7. viral infection - [also_possible]","1. hepatitis a - [more_info]
2. hepatitis b - [more_info]
3. hepatitis c - [more_info]
4. leptospirosis - [more_info]
5. acute liver failure - [true]
6.  fulminant hepatitis - [also_possible]


**note:**  the symptoms strongly suggest acute liver failure.  hepatitis viruses (a, b, c) and leptospirosis are common causes of acute liver failure and need to be investigated.  fulminant hepatitis is a rapidly progressing form of severe hepatitis that can lead to acute liver failure.  further testing (blood work including liver function tests, viral serology, imaging) is crucial for a definitive diagnosis.  this is not an exhaustive list and other causes of acute liver failure should be considered.
",0,0,0,0,0,0
435,"I have continuous sneezing, chills, fatigue, cough, high fever, headache, swelled lymph nodes, malaise, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, muscle pain.",common cold,"1. influenza - [true]
2. covid-19 - [true]
3. allergic rhinitis - [false]
4. sinusitis - [also_possible]
5. mononucleosis - [more_info]","1. influenza - [true]
2. covid-19 - [also_possible]
3. acute bacterial rhinosinusitis - [more_info]
4. common cold - [more_info]

",0,0,0,0,0,1
436,"I have continuous sneezing, chills, fatigue, cough, high fever, headache, swelled lymph nodes, malaise, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, muscle pain.",common cold,"1. influenza - [true]
2. covid-19 - [true]
3. allergic rhinitis - [false]
4. sinusitis - [also_possible]
5. mononucleosis - [more_info]","1. influenza - [also_possible]
2. covid-19 - [true]
3. acute bacterial rhinosinusitis - [true]
4. common cold - [false]


**reasoning:**

the symptom profile strongly suggests a viral upper respiratory infection.  the combination of high fever, loss of smell, chest pain, and potentially swollen lymph nodes makes covid-19 a strong possibility.  influenza shares many of these symptoms, making it a very possible alternative diagnosis. acute bacterial rhinosinusitis is possible given the sinus pressure, congestion, and phlegm.  the severity and range of symptoms make a common cold less likely.
",0,0,0,0,0,1
437,"I have chills, fatigue, cough, high fever, headache, swelled lymph nodes, malaise, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, muscle pain.",common cold,"1. influenza - [true]
2. covid-19 - [true]
3. strep throat - [false]
4. mononucleosis - [also_possible]
5. pneumonia - [also_possible]
6. allergic rhinitis - [false]","1. influenza - [also_possible]
2. covid-19 - [true]
3. acute bacterial rhinosinusitis - [true]
4. pneumonia - [more_info]
",0,0,0,0,0,0
438,"I have continuous sneezing, chills, fatigue, high fever, headache, swelled lymph nodes, malaise, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, muscle pain.",common cold,"1. influenza - [true]
2. covid-19 - [true]
3. allergic rhinitis - [false]
4. sinusitis - [also_possible]
5. mononucleosis - [more_info]","1. influenza - [true]
2. covid-19 - [also_possible]
3. acute bacterial rhinosinusitis - [more_info]
4. common cold - [more_info]


",0,0,0,0,0,1
439,"I have continuous sneezing, chills, fatigue, cough, headache, swelled lymph nodes, malaise, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, muscle pain.",common cold,"1. influenza - [true]
2. covid-19 - [true]
3. allergic rhinitis - [false]
4. sinusitis - [also_possible]
5. mononucleosis - [false]
6. common cold - [false]","1. influenza - [also_possible]
2. covid-19 - [true]
3. common cold - [true]
4. allergies - [true]
5. acute sinusitis - [true]

**note:**  while all of these conditions present with overlapping symptoms, the severity and combination suggest a more serious illness than a simple common cold or allergies.  the loss of smell is particularly suggestive of covid-19 or influenza.  further testing (such as a pcr test for covid-19 and influenza) is absolutely necessary to confirm a diagnosis.  the fact that multiple conditions are marked as true highlights the need for a proper medical examination.
",0,0,1,0,0,1
440,"I have fatigue, cough, high fever, breathlessness, sweating, malaise, phlegm, chest pain, fast heart rate, rusty sputum.",pneumonia,"1. pneumonia - [true]
2. tuberculosis - [true]
3. covid-19 - [true]
4. bronchitis - [false]
5. influenza - [false]","1. pneumonia - [true]
2. influenza - [also_possible]
3. tuberculosis - [more_info]
4. covid-19 - [more_info]
5. bronchitis - [more_info]

**note:**  the presence of rusty sputum strongly suggests a bacterial pneumonia, making it the most likely diagnosis at this point.  however, other conditions cannot be ruled out definitively without further investigation (e.g., chest x-ray, blood tests, sputum culture).  influenza shares some overlapping symptoms, hence it's marked as also_possible.  the others require further investigation to be confirmed or ruled out.
",1,1,1,1,1,1
441,"I have breathlessness, sweating, chest pain.",heart attack,"1. acute myocardial infarction (heart attack) - [true]
2. pulmonary embolism - [true]
3. congestive heart failure - [also_possible]
4. anxiety attack - [false]","1. myocardial infarction (heart attack) - [possible]
2. angina - [possible]
3. pneumonia - [possible]
4. panic attack - [possible]
5. pulmonary embolism - [possible]

**note:**  this is not a diagnosis.  the symptoms provided are non-specific and could indicate many different conditions.  urgent medical attention is required to determine the cause of the breathlessness, sweating, and chest pain.
",1,1,1,1,1,1
442,"I have vomiting, breathlessness, chest pain.",heart attack,"1. myocardial infarction (heart attack) - [true]
2. pulmonary embolism - [true]
3. gastroenteritis - [false]
4. pneumonia - [false]","1. myocardial infarction - [more_info]
2. pneumonia - [more_info]
3. pulmonary embolism - [more_info]
",1,1,1,0,0,0
443,"I have fatigue, cramps, bruising, obesity, swollen legs, swollen blood vessels, prominent veins on calf.",varicose veins,"1. chronic venous insufficiency - [true]
2. deep vein thrombosis - [also_possible]
3. obesity hypoventilation syndrome - [false]
4. thrombocytopenia - [more_info]","1. venous insufficiency - [true]
2. deep vein thrombosis (dvt) - [also_possible]
3. lymphedema - [more_info]
4. heart failure - [more_info]
",0,0,0,0,0,0
444,"I have fatigue, cramps, bruising, obesity, swollen legs, prominent veins on calf.",varicose veins,"1. deep vein thrombosis (dvt) - [true]
2. chronic venous insufficiency - [true]
3. thrombocytopenia - [more_info]
4. obesity hypoventilation syndrome - [false]","1. venous insufficiency - [true]
2. deep vein thrombosis (dvt) - [also_possible]
3. lymphedema - [more_info]
4. heart failure - [more_info]

",0,0,0,0,0,0
445,"I have fatigue, weight gain, cold hands and feets, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation.",hypothyroidism,"1. hypothyroidism - [true]
2. depression - [true]
3. cushing's syndrome - [also_possible]
4. chronic fatigue syndrome - [false]
5. anemia - [false]","1. hypothyroidism - [true]
2. cushing's syndrome - [also_possible]
3. polycystic ovary syndrome (pcos) - [also_possible]
",1,1,1,1,1,1
446,"I have fatigue, mood swings, weight loss, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation.",hyperthyroidism,"1. hyperthyroidism - [true]
2. depression - [also_possible]
3. anxiety disorder - [also_possible]
4. adrenal insufficiency - [false]
5. diabetes mellitus - [false]","1. hyperthyroidism - [true]
2. diabetes mellitus type 1 - [also_possible]
3. anxiety disorder - [more_info]
",1,1,1,1,1,1
447,"I have fatigue, mood swings, weight loss, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation.",hyperthyroidism,"1. hyperthyroidism - [true]
2. adrenal insufficiency - [also_possible]
3. diabetes mellitus - [also_possible]
4. depression - [false]
5. irritable bowel syndrome - [false]","1. hyperthyroidism - [true]
2. type 1 diabetes - [also_possible]
3. anxiety - [more_info] 
",1,1,1,1,1,1
448,"I have burning micturition, bladder discomfort, continuous feel of urine.",urinary tract infection,"1. urinary tract infection (uti) - [true]
2. interstitial cystitis - [also_possible]
3. bladder stones - [more_info]","1. urinary tract infection (uti) - [true]
2. interstitial cystitis/bladder pain syndrome (ic/bps) - [also_possible]
3. prostate infection (in males) - [more_info]
4. bladder stones - [more_info]
",1,1,1,1,1,1
449,"I have skin rash, joint pain, skin peeling, small dents in nails, inflammatory nails.",psoriasis,"1. psoriasis - [true]
2. psoriatic arthritis - [true]
3. eczema - [false]
4. dermatitis - [false]
5. nail psoriasis - [also_possible]","1. psoriasis - [true]
2. rheumatoid arthritis - [also_possible]
3. lupus - [more_info]
",1,1,1,1,1,1
450,"I have skin rash, high fever, red sore around nose, yellow crust ooze.",impetigo,"1. impetigo - [true]
2. cellulitis - [also_possible]
3. herpes simplex virus - [false]
4. eczema - [false]","1. impetigo - [true]
2. cellulitis - [also_possible]
3. systemic lupus erythematosus - [more_info]
",1,1,1,1,1,1
451,"I have skin rash, high fever, blister, yellow crust ooze.",impetigo,"1. impetigo - [true]
2. chickenpox - [also_possible]
3. herpes simplex virus - [false]","1. impetigo - [true]
2. staphylococcal scalded skin syndrome (ssss) - [also_possible]
3. cellulitis - [more_info]
",1,1,1,1,1,1
452,"I have shivering, chills, watering from eyes.",allergy,"1. influenza - [true]
2. common cold - [true]
3. allergic reaction - [false]
4. covid-19 - [also_possible]","1. influenza - [more_info]
2. common cold - [more_info]
3. allergic reaction - [more_info]
",0,0,0,0,0,0
453,"I have continuous sneezing, shivering, chills.",allergy,"1. influenza - [true]
2. common cold - [true]
3. allergic rhinitis - [false]
4. covid-19 - [also_possible]","1. common cold - [also_possible]
2. influenza - [also_possible]
3. allergies - [also_possible]
4. covid-19 - [more_info]


**note:**  the symptoms provided are very general and could indicate a number of different illnesses.  further information is needed to accurately assess the situation.  a more detailed symptom list, including duration, severity, and other associated symptoms (e.g., cough, fever, body aches, congestion) is required.
",0,0,0,0,0,0
454,"I have itching, yellowish skin, nausea, loss of appetite, abdominal pain, yellowing of eyes.",chronic cholestasis,"1. hepatitis - [true]
2. jaundice - [true]
3. liver cirrhosis - [also_possible]
4. gallbladder disease - [false]
5. pancreatitis - [false]","1. hepatitis a - [more_info]
2. hepatitis b - [more_info]
3. hepatitis c - [more_info]
4. gallstones - [more_info]
5. pancreatitis - [more_info]
",0,0,0,0,0,0
455,"I have itching, skin rash, burning micturition, spotting urination.",drug reaction,"1. urinary tract infection (uti) - [true]
2. sexually transmitted infection (sti) - [also_possible]
3. allergic reaction - [false]
4. dermatitis - [false]","1. urinary tract infection (uti) - [true]
2. sexually transmitted infection (sti) (e.g., chlamydia, gonorrhea) - [also_possible]
3. allergic contact dermatitis - [true] 
4.  kidney stones - [more_info]

",0,0,0,0,0,0
456,"I have muscle wasting, patches in throat, high fever, extra marital contacts.",aids,"1. hiv/aids - [true]
2. tuberculosis - [true]
3. syphilis - [also_possible]
4. cancer - [false]","1. hiv - [more_info]
2. tuberculosis - [more_info]
3.  kaposi sarcoma - [more_info]
4.  syphilis - [more_info]

**note:**  the symptoms provided are non-specific and could indicate a wide range of conditions.  extra-marital contacts increase the risk of sexually transmitted infections (stis), including hiv and syphilis. muscle wasting, patches in the throat, and high fever could be consistent with several infectious diseases, including tuberculosis and, in advanced cases, hiv or syphilis.  however, a definitive diagnosis requires further investigation including physical examination, laboratory tests (blood work, throat culture, etc.), and potentially imaging studies.  all listed possibilities are only possibilities at this point, and more information is needed to determine if they are true.
",1,1,1,0,0,0
457,"I have fatigue, weight loss, restlessness, lethargy, irregular sugar level, blurred and distorted vision, obesity, excessive hunger, increased appetite, polyuria.",diabetes ,"1. diabetes mellitus - [true]
2. hyperthyroidism - [true]
3. cushing's syndrome - [also_possible]
4. depression - [false]
5. chronic fatigue syndrome - [false]","1. type 1 diabetes - [more_info]
2. type 2 diabetes - [more_info]
3. hyperthyroidism - [more_info]
4. cushing's syndrome - [more_info]

**reasoning:**  the symptoms presented (fatigue, weight loss/obesity, increased appetite, polyuria, blurred vision) are consistent with several endocrine and metabolic disorders.  while some symptoms point towards one disease more than another (e.g., weight loss suggests type 1 or hyperthyroidism more than type 2), further investigation (blood tests, etc.) is needed to confirm any diagnosis.  the conflicting symptom of both weight loss and obesity warrants investigation into multiple possibilities.
",1,1,1,1,1,1
458,"I have fatigue, weight loss, lethargy, irregular sugar level, blurred and distorted vision, obesity, excessive hunger, increased appetite, polyuria.",diabetes ,"1. diabetes mellitus - [true]
2. hyperthyroidism - [also_possible]
3. cushing's syndrome - [more_info]","1. type 2 diabetes - [true]
2. type 1 diabetes - [also_possible]
3. cushing's syndrome - [more_info]
4. hyperthyroidism - [more_info]

**reasoning:**

the symptoms presented (fatigue, weight loss, lethargy, irregular sugar level, blurred vision, obesity, excessive hunger, increased appetite, polyuria) strongly suggest type 2 diabetes.  the presence of obesity and polyuria (frequent urination) are particularly indicative.  type 1 diabetes is also possible, as the symptoms overlap significantly, however, the presence of obesity leans more towards type 2.  further investigations are needed to differentiate between the two types of diabetes. cushing's syndrome and hyperthyroidism can cause similar symptoms, such as weight changes and fatigue, but require further investigation to rule in or out.  more information, including blood tests (hba1c, fasting glucose, cortisol levels, thyroid function tests) are needed to provide a definitive diagnosis.
",1,1,1,1,1,1
459,"I have fatigue, cough, high fever, breathlessness, family history, mucoid sputum.",bronchial asthma,"1. pneumonia - [true]
2. tuberculosis - [true]
3. chronic obstructive pulmonary disease (copd) - [false]
4. asthma - [false]
5. covid-19 - [also_possible]","1. pneumonia - [true]
2. influenza - [also_possible]
3. tuberculosis - [more_info]
4. covid-19 - [more_info]

**reasoning:**

* **pneumonia:** fatigue, cough, high fever, breathlessness, and mucoid sputum are all common symptoms of pneumonia.  the presence of these symptoms makes pneumonia a highly likely possibility.

* **influenza:**  influenza shares some overlapping symptoms with pneumonia, such as fever, cough, fatigue, and breathlessness.  therefore, it remains a possibility.

* **tuberculosis:** while a cough and fatigue are present,  further information is needed to assess the risk.  a family history increases the possibility, but more data is required for confirmation.

* **covid-19:**  similar to tuberculosis, a cough, fatigue, and breathlessness could be symptoms, but more information is needed to rule it in or out.
",0,0,0,0,0,0
460,"I have cough, high fever, breathlessness, family history, mucoid sputum.",bronchial asthma,"1. pneumonia - [true]
2. tuberculosis - [true]
3. chronic obstructive pulmonary disease (copd) - [false]
4. asthma - [false]
5. lung cancer - [also_possible]","1. pneumonia - [true]
2. tuberculosis - [also_possible]
3. influenza - [true]
4. bronchitis - [true]

",0,0,0,0,0,0
461,"I have headache, dizziness, loss of balance, lack of concentration.",hypertension ,"1. migraine - [true]
2. vestibular neuritis - [true]
3. concussion - [also_possible]
4. stroke - [more_info]","1. migraine - [possible]
2. concussion - [possible]
3. vestibular neuritis - [possible]
4. multiple sclerosis - [possible]
",0,0,0,0,0,0
462,"I have headache, chest pain, dizziness, loss of balance, lack of concentration.",hypertension ,"1. stroke - [true]
2. migraine - [also_possible]
3. anxiety disorder - [false]
4. heart attack - [true]
5. multiple sclerosis - [more_info]","1. cardiovascular disease - [more_info]
2. stroke - [more_info]
3. migraine - [more_info]
4. anxiety disorder - [more_info]
5.  brain tumor - [more_info]

",0,0,0,0,0,0
463,"I have acidity, indigestion, headache, blurred and distorted vision, excessive hunger, stiff neck, irritability, visual disturbances.",migraine,"1. diabetes mellitus - [true]
2. migraine - [true]
3. hypertension - [also_possible]
4. gastroesophageal reflux disease (gerd) - [true]
5. cervical spondylosis - [false]","1. diabetes - [more_info]
2. migraine - [more_info]
3. hyperthyroidism - [more_info]
4. brain tumor - [more_info]
",0,1,1,0,1,1
464,"I have back pain, weakness in limbs, neck pain, dizziness, loss of balance.",cervical spondylosis,"1. multiple sclerosis - [true]
2. spinal cord injury - [also_possible]
3. cervical spondylosis - [false]
4. stroke - [false]
5. peripheral neuropathy - [false]","1. multiple sclerosis - [more_info]
2. spinal cord compression - [more_info]
3. cervical spondylosis - [more_info]
4.  stroke - [more_info]
5.  vitamin b12 deficiency - [more_info]

",0,0,1,0,0,1
465,"I have back pain, weakness in limbs, neck pain, dizziness, loss of balance.",cervical spondylosis,"1. multiple sclerosis - [true]
2. spinal cord injury - [also_possible]
3. cervical spondylosis - [false]
4. stroke - [false]
5. peripheral neuropathy - [false]","1. multiple sclerosis - [possible]
2. spinal stenosis - [possible]
3. amyotrophic lateral sclerosis (als) - [possible]
4. cervical spondylosis - [possible]


**note:**  this is not a diagnosis.  the symptoms described could be indicative of several conditions.  a proper diagnosis requires a thorough medical examination, including neurological testing and imaging studies (like mri).  the possibilities listed above are based on the provided symptoms and represent conditions that warrant further investigation by a medical professional.
",0,0,1,0,0,1
466,"I have itching, vomiting, weight loss, high fever, yellowish skin, dark urine, abdominal pain.",jaundice,"1. hepatitis - [true]
2. liver cirrhosis - [also_possible]
3. cholecystitis - [false]
4. pancreatitis - [false]
5. gastroenteritis - [false]","1. hepatitis a - [more_info]
2. hepatitis b - [more_info]
3. hepatitis c - [more_info]
4. cholangitis - [more_info]
5. pancreatitis - [more_info]
",0,0,0,0,0,0
467,"I have itching, vomiting, fatigue, weight loss, yellowish skin, dark urine, abdominal pain.",jaundice,"1. hepatitis - [true]
2. liver cirrhosis - [also_possible]
3. pancreatitis - [false]
4. gallbladder disease - [false]
5. cholecystitis - [false]","1. hepatitis a - [more_info]
2. hepatitis b - [more_info]
3. hepatitis c - [more_info]
4. cholangitis - [more_info]
5. pancreatitis - [more_info]
6. liver cancer - [more_info]
",0,0,0,0,0,0
468,"I have chills, vomiting, fatigue, high fever, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), belly pain.",typhoid,"1. typhoid fever - [true]
2. gastroenteritis - [also_possible]
3. salmonella infection - [also_possible]
4. viral hemorrhagic fever - [more_info]","1. typhoid fever - [true]
2. gastroenteritis - [also_possible]
3. appendicitis - [more_info]
",1,1,1,1,1,1
469,"I have fatigue, yellowish skin, nausea, yellowing of eyes, family history.",hepatitis c,"1. hepatitis - [true]
2. liver cirrhosis - [also_possible]
3. hemolytic anemia - [false]
4. jaundice - [false]","1. hepatitis a - [more_info]
2. hepatitis b - [more_info]
3. hepatitis c - [more_info]
4. gilbert's syndrome - [more_info]
5. gallstones - [more_info]
",0,0,0,0,0,1
470,"I have fatigue, yellowish skin, nausea, loss of appetite, family history.",hepatitis c,"1. hepatitis - [true]
2. liver cirrhosis - [also_possible]
3. gallbladder disease - [more_info]","1. hepatitis a - [more_info]
2. hepatitis b - [more_info]
3. hepatitis c - [more_info]
4. gilbert's syndrome - [more_info]
5. liver cancer - [more_info]

**reasoning:**  the symptoms (fatigue, yellowish skin (jaundice), nausea, loss of appetite) and family history strongly suggest liver-related issues.  these conditions are all possibilities, requiring further investigation (blood tests, imaging) to determine a diagnosis.  the family history is particularly important as some liver conditions have a genetic component.
",0,0,0,0,0,1
471,"I have fatigue, yellowish skin, nausea, loss of appetite, yellowing of eyes, family history.",hepatitis c,"1. hepatitis - [true]
2. liver cirrhosis - [also_possible]
3. gallbladder disease - [more_info]","1. hepatitis a - [more_info]
2. hepatitis b - [more_info]
3. hepatitis c - [more_info]
4. gilbert's syndrome - [more_info]
5. gallstones - [more_info]
",0,0,0,0,0,1
472,"I have fatigue, yellowish skin, nausea, loss of appetite, yellowing of eyes, family history.",hepatitis c,"1. hepatitis - [true]
2. liver cirrhosis - [also_possible]
3. gallbladder disease - [false]
4. pancreatitis - [false]","1. hepatitis a - [more_info]
2. hepatitis b - [more_info]
3. hepatitis c - [more_info]
4. gilbert's syndrome - [more_info]
5. liver cancer - [more_info]
",0,0,0,0,0,1
473,"I have joint pain, vomiting, fatigue, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes.",hepatitis d,"1. hepatitis - [true]
2. liver cirrhosis - [also_possible]
3. gallbladder disease - [false]
4. pancreatitis - [false]","1. hepatitis a - [more_info]
2. hepatitis b - [more_info]
3. hepatitis c - [more_info]
4. liver failure - [more_info]
5. pancreatitis - [more_info]
6. gallstones - [more_info]


**reasoning:**  the symptoms (joint pain, vomiting, fatigue, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes) suggest a problem with the liver or biliary system.  all the listed conditions are possibilities, requiring further investigation (blood tests, imaging) to confirm or rule out.
",0,0,0,0,0,0
474,"I have joint pain, vomiting, fatigue, high fever, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, stomach bleeding.",hepatitis e,"1. hepatitis - [true]
2. acute liver failure - [true]
3. cirrhosis - [false]
4. viral infection - [also_possible]
5. cholecystitis - [false]","1. acute liver failure - [true]
2. hepatitis a - [also_possible]
3. hepatitis b - [also_possible]
4. hepatitis c - [also_possible]
5. leptospirosis - [also_possible]
6. autoimmune hepatitis - [also_possible]
7. drug-induced liver injury - [also_possible]


**important note:**  this is not a diagnosis.  the symptoms described require immediate medical attention. the patient needs to be seen by a doctor or go to the nearest emergency room for proper evaluation and testing.  the above list represents potential possibilities based solely on the provided symptoms and does not account for other crucial factors a physician would consider.
",0,0,0,0,0,0
475,"I have joint pain, vomiting, fatigue, high fever, yellowish skin, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, stomach bleeding.",hepatitis e,"1. hepatitis - [true]
2. acute liver failure - [true]
3. cirrhosis - [false]
4. pancreatitis - [false]
5. viral infection - [also_possible]","1. hepatitis a - [more_info]
2. hepatitis b - [more_info]
3. hepatitis c - [more_info]
4. leptospirosis - [more_info]
5. acute liver failure - [true]
6. yellow fever - [more_info]

**note:**  the symptoms strongly suggest acute liver failure.  however, the specific *cause* of the liver failure requires further investigation to determine which of the hepatitis viruses or other infectious diseases (like leptospirosis or yellow fever) might be responsible.  more information is needed for a definitive diagnosis.  the presence of stomach bleeding also warrants urgent medical attention.
",0,0,0,0,0,0
476,"I have chills, fatigue, cough, high fever, headache, swelled lymph nodes, malaise, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, muscle pain.",common cold,"1. influenza - [true]
2. covid-19 - [true]
3. strep throat - [false]
4. mononucleosis - [also_possible]
5. pneumonia - [also_possible]
6. allergic rhinitis - [false]","1. influenza - [also_possible]
2. covid-19 - [true]
3. bacterial pneumonia - [more_info]
4. strep throat - [more_info]
5. acute sinusitis - [more_info]

**reasoning:**

the symptoms presented (chills, fatigue, cough, high fever, headache, swelled lymph nodes, malaise, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, muscle pain) strongly suggest a respiratory infection.  covid-19 and influenza share a significant overlap in symptoms.  however, given the severity and breadth of symptoms, including chest pain and loss of smell, covid-19 is initially more likely.  bacterial pneumonia is possible given the chest pain and cough, but needs further investigation. strep throat and acute sinusitis are possibilities given throat irritation and sinus pressure, but are less likely given the overall symptom presentation.  more information (like a physical exam, blood tests, and imaging) is needed to confirm or rule out these possibilities.
",0,0,0,0,0,0
477,"I have constipation, pain during bowel movements, pain in anal region, bloody stool, irritation in anus.",dimorphic hemmorhoids(piles),"1. hemorrhoids - [true]
2. anal fissure - [true]
3. colorectal cancer - [also_possible]
4. inflammatory bowel disease (ibd) - [more_info]","1. hemorrhoids - [true]
2. anal fissure - [also_possible]
3. colorectal cancer - [more_info]
4. inflammatory bowel disease (ibd) - [more_info]
",0,0,0,0,0,0
478,"I have breathlessness, sweating, chest pain.",heart attack,"1. acute myocardial infarction (heart attack) - [true]
2. pulmonary embolism - [true]
3. anxiety attack - [also_possible]
4. pneumonia - [false]","1. acute coronary syndrome (heart attack) - [possible]
2. pneumonia - [possible]
3. pleurisy - [possible]
4. anxiety attack - [possible]
",1,1,1,1,1,1
479,"I have vomiting, sweating, chest pain.",heart attack,"1. myocardial infarction (heart attack) - [true]
2. gastroenteritis - [also_possible]
3. panic attack - [false]","1. myocardial infarction (heart attack) - [possible]
2. pericarditis - [possible]
3. acute pancreatitis - [possible]
4. gastroenteritis - [possible]

**note:**  the symptoms provided are non-specific and could indicate a wide range of conditions.  a proper diagnosis requires a thorough medical evaluation including physical examination, blood tests, ekg, and potentially other imaging studies.  the above list represents possibilities based on the limited information provided.  further information is needed to accurately assess the situation and rule out or confirm any of these possibilities.
",1,1,1,1,1,1
480,"I have fatigue, cramps, bruising, obesity, swollen legs, prominent veins on calf.",varicose veins,"1. deep vein thrombosis (dvt) - [true]
2. chronic venous insufficiency - [true]
3. thrombocytopenia - [more_info]","1. venous insufficiency - [true]
2. deep vein thrombosis (dvt) - [also_possible]
3. lymphedema - [more_info]
4. heart failure - [more_info]
",0,0,0,0,0,0
